,Month,crime_count,ethnic_percent_in_ethnic_population,house_price_to_earning_ratio,economically_inactive_percent,unemployed_percent,qualification_index_score,no_qualifications,level_4_qualifications_and_above
0,2021-01-01,95,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
1,2021-02-01,88,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
2,2021-03-01,130,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
3,2021-04-01,121,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
4,2021-05-01,145,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
5,2021-06-01,135,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
6,2021-07-01,158,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
7,2021-08-01,109,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
8,2021-09-01,131,0.1082980251311555,13.61,40.9,2.7,2.3,19.5,27.9
9,2021-01-01,212,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
10,2021-02-01,198,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
11,2021-03-01,211,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
12,2021-04-01,281,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
13,2021-05-01,293,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
14,2021-06-01,335,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
15,2021-07-01,355,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
16,2021-08-01,299,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
17,2021-09-01,327,0.1613370932624141,6.6,42.8,2.2,2.31,20.6,28.4
18,2021-01-01,250,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
19,2021-02-01,284,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
20,2021-03-01,362,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
21,2021-04-01,347,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
22,2021-05-01,363,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
23,2021-06-01,425,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
24,2021-07-01,403,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
25,2021-08-01,338,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
26,2021-09-01,289,0.21176028327862584,6.77,40.4,2.3,2.33,19.7,28.8
27,2021-01-01,316,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
28,2021-02-01,326,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
29,2021-03-01,365,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
30,2021-04-01,389,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
31,2021-05-01,403,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
32,2021-06-01,378,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
33,2021-07-01,393,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
34,2021-08-01,376,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
35,2021-09-01,359,0.2766672833583942,12.13,44.9,2.6,2.26,19.7,26.4
36,2021-01-01,272,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
37,2021-02-01,275,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
38,2021-03-01,337,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
39,2021-04-01,346,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
40,2021-05-01,377,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
41,2021-06-01,369,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
42,2021-07-01,445,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
43,2021-08-01,347,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
44,2021-09-01,322,0.21191968572951067,6.23,40.2,3,2.09,23.6,21.6
45,2021-01-01,338,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
46,2021-02-01,303,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
47,2021-03-01,453,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
48,2021-04-01,448,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
49,2021-05-01,496,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
50,2021-06-01,460,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
51,2021-07-01,509,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
52,2021-08-01,465,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
53,2021-09-01,437,0.22273891734325177,10.77,37.5,2.9,2.37,17.6,30.1
54,2021-01-01,180,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
55,2021-02-01,137,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
56,2021-03-01,163,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
57,2021-04-01,178,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
58,2021-05-01,193,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
59,2021-06-01,184,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
60,2021-07-01,186,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
61,2021-08-01,174,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
62,2021-09-01,163,0.15494253810112887,11.91,42.1,2.4,2.37,17.4,29.5
63,2021-01-01,477,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
64,2021-02-01,459,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
65,2021-03-01,568,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
66,2021-04-01,573,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
67,2021-05-01,597,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
68,2021-06-01,625,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
69,2021-07-01,637,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
70,2021-08-01,534,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
71,2021-09-01,594,0.3672481455538344,10.31,35.9,5.6,2.29,22.7,33.3
72,2021-01-01,538,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
73,2021-02-01,591,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
74,2021-03-01,780,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
75,2021-04-01,680,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
76,2021-05-01,764,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
77,2021-06-01,746,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
78,2021-07-01,733,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
79,2021-08-01,622,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
80,2021-09-01,778,0.6532882930242568,16.44,35.4,4.4,2.78,15.4,49.0
81,2021-01-01,746,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
82,2021-02-01,661,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
83,2021-03-01,801,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
84,2021-04-01,850,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
85,2021-05-01,887,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
86,2021-06-01,856,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
87,2021-07-01,981,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
88,2021-08-01,863,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
89,2021-09-01,881,0.4103723812400564,5.24,41.2,2.9,2.09,25.2,23.4
90,2021-01-01,181,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
91,2021-02-01,212,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
92,2021-03-01,222,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
93,2021-04-01,259,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
94,2021-05-01,253,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
95,2021-06-01,288,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
96,2021-07-01,292,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
97,2021-08-01,253,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
98,2021-09-01,311,0.11310191162466367,3.9,41.4,2.7,2.35,18.5,24.8
99,2021-01-01,654,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
100,2021-02-01,613,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
101,2021-03-01,795,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
102,2021-04-01,709,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
103,2021-05-01,870,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
104,2021-06-01,872,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
105,2021-07-01,882,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
106,2021-08-01,783,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
107,2021-09-01,892,0.3147225211064785,10.36,36.8,3.3,2.17,20.7,24.6
108,2021-01-01,361,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
109,2021-02-01,311,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
110,2021-03-01,437,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
111,2021-04-01,426,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
112,2021-05-01,558,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
113,2021-06-01,473,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
114,2021-07-01,497,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
115,2021-08-01,509,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
116,2021-09-01,552,0.31067369885400375,9.25,32.5,2.8,2.56,14.2,35.2
117,2021-01-01,211,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
118,2021-02-01,222,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
119,2021-03-01,229,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
120,2021-04-01,296,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
121,2021-05-01,328,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
122,2021-06-01,320,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
123,2021-07-01,311,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
124,2021-08-01,308,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
125,2021-09-01,326,0.19766407285879972,7.25,41.2,2.4,2.22,21.6,25.5
126,2021-01-01,264,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
127,2021-02-01,214,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
128,2021-03-01,353,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
129,2021-04-01,311,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
130,2021-05-01,317,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
131,2021-06-01,358,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
132,2021-07-01,435,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
133,2021-08-01,425,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
134,2021-09-01,423,0.3245249328756279,12.12,41.6,2.9,2.76,12.3,39.8
135,2021-01-01,419,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
136,2021-02-01,385,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
137,2021-03-01,480,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
138,2021-04-01,509,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
139,2021-05-01,538,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
140,2021-06-01,540,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
141,2021-07-01,565,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
142,2021-08-01,472,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
143,2021-09-01,482,0.31079115329149787,10.37,35.3,3.3,2.49,16.8,34.7
144,2021-01-01,380,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
145,2021-02-01,352,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
146,2021-03-01,519,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
147,2021-04-01,491,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
148,2021-05-01,487,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
149,2021-06-01,483,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
150,2021-07-01,479,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
151,2021-08-01,454,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
152,2021-09-01,504,0.41356546401935995,13.36,36,3.8,2.39,18.2,31.6
153,2021-01-01,5568,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
154,2021-02-01,5272,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
155,2021-03-01,6237,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
156,2021-04-01,44,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
157,2021-05-01,68,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
158,2021-06-01,42,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
159,2021-07-01,63,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
160,2021-08-01,51,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
161,2021-09-01,44,1.9210881354943654,6.57,44.4,5.9,2.23,23.9,29.9
162,2021-01-01,169,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
163,2021-02-01,169,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
164,2021-03-01,251,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
165,2021-04-01,233,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
166,2021-05-01,256,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
167,2021-06-01,264,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
168,2021-07-01,189,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
169,2021-08-01,199,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
170,2021-09-01,223,0.17269829320916363,8.23,36,2.5,2.43,17.3,30.5
171,2021-01-01,537,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
172,2021-02-01,517,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
173,2021-03-01,584,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
174,2021-04-01,613,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
175,2021-05-01,654,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
176,2021-06-01,556,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
177,2021-07-01,595,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
178,2021-08-01,531,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
179,2021-09-01,555,0.25964310160389403,5.08,43,3.8,2.16,24.2,26.8
180,2021-01-01,768,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
181,2021-02-01,721,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
182,2021-03-01,817,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
183,2021-04-01,918,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
184,2021-05-01,943,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
185,2021-06-01,978,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
186,2021-07-01,916,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
187,2021-08-01,891,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
188,2021-09-01,906,0.23665223442469424,4.4,44.7,4.3,2.08,24.6,22.5
189,2021-01-01,192,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
190,2021-02-01,167,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
191,2021-03-01,259,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
192,2021-04-01,217,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
193,2021-05-01,251,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
194,2021-06-01,237,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
195,2021-07-01,210,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
196,2021-08-01,243,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
197,2021-09-01,229,0.11225791759524187,3.61,44.4,3.4,1.98,27.9,21.6
198,2021-01-01,200,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
199,2021-02-01,160,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
200,2021-03-01,220,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
201,2021-04-01,254,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
202,2021-05-01,287,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
203,2021-06-01,279,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
204,2021-07-01,302,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
205,2021-08-01,276,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
206,2021-09-01,225,0.13468668139500567,6.34,40.2,2.3,2.08,24.2,21.7
207,2021-01-01,6,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
208,2021-02-01,8,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
209,2021-03-01,5,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
210,2021-04-01,3,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
211,2021-05-01,2,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
212,2021-06-01,4,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
213,2021-07-01,2,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
214,2021-08-01,5,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
215,2021-09-01,5,0.49659736172500163,6.08,42.1,3.9,2.22,22.6,27.4
216,2021-01-01,165,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
217,2021-02-01,159,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
218,2021-03-01,162,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
219,2021-04-01,183,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
220,2021-05-01,208,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
221,2021-06-01,198,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
222,2021-07-01,228,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
223,2021-08-01,209,0.1183017873645805,7.64,38.8,2.8,1.91,27.6,19.0
224,2021-01-01,197,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
225,2021-02-01,216,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
226,2021-03-01,240,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
227,2021-04-01,296,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
228,2021-05-01,275,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
229,2021-06-01,320,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
230,2021-07-01,317,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
231,2021-08-01,296,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
232,2021-09-01,345,0.20907728834215375,9.29,30.6,3,2.59,13.2,35.6
233,2021-01-01,2391,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
234,2021-02-01,2258,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
235,2021-03-01,2797,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
236,2021-04-01,2754,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
237,2021-05-01,2936,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
238,2021-06-01,2998,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
239,2021-07-01,3035,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
240,2021-08-01,2843,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
241,2021-09-01,3079,0.9168359157145614,5.39,43.2,4.3,2.18,24.0,27.4
242,2021-01-01,407,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
243,2021-02-01,338,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
244,2021-03-01,435,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
245,2021-04-01,461,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
246,2021-05-01,435,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
247,2021-06-01,567,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
248,2021-07-01,500,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
249,2021-08-01,474,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
250,2021-09-01,516,0.26052233196456404,11.08,36.9,2.8,2.27,18.4,25.8
251,2021-01-01,307,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
252,2021-02-01,312,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
253,2021-03-01,356,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
254,2021-04-01,366,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
255,2021-05-01,432,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
256,2021-06-01,430,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
257,2021-07-01,405,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
258,2021-08-01,364,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
259,2021-09-01,403,0.23738716361930012,9.47,41.9,2.4,2.14,22.3,23.1
260,2021-01-01,647,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
261,2021-02-01,675,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
262,2021-03-01,798,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
263,2021-04-01,766,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
264,2021-05-01,848,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
265,2021-06-01,799,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
266,2021-07-01,857,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
267,2021-08-01,772,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
268,2021-09-01,819,0.5701926343382612,15.61,36,5.4,2.45,21.7,40.0
269,2021-01-01,148,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
270,2021-02-01,153,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
271,2021-03-01,190,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
272,2021-04-01,177,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
273,2021-05-01,174,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
274,2021-06-01,219,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
275,2021-07-01,213,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
276,2021-08-01,185,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
277,2021-09-01,179,0.1292804214292064,15.62,37.2,2.6,2.54,15.1,35.4
278,2021-01-01,241,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
279,2021-02-01,261,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
280,2021-03-01,340,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
281,2021-04-01,324,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
282,2021-05-01,389,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
283,2021-06-01,402,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
284,2021-07-01,443,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
285,2021-08-01,421,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
286,2021-09-01,399,0.24412065872878255,5.78,43.5,2.9,2.3,21.8,30.0
287,2021-01-01,659,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
288,2021-02-01,583,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
289,2021-03-01,819,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
290,2021-04-01,787,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
291,2021-05-01,886,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
292,2021-06-01,960,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
293,2021-07-01,955,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
294,2021-08-01,929,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
295,2021-09-01,1013,0.4649568141846301,12.72,36.2,4.6,2.82,12.4,44.5
296,2021-01-01,212,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
297,2021-02-01,202,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
298,2021-03-01,267,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
299,2021-04-01,275,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
300,2021-05-01,296,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
301,2021-06-01,285,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
302,2021-07-01,293,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
303,2021-08-01,286,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
304,2021-09-01,287,0.22102072671476683,9.25,41.3,2,2.35,17.6,27.4
305,2021-01-01,449,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
306,2021-02-01,456,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
307,2021-03-01,552,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
308,2021-04-01,557,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
309,2021-05-01,649,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
310,2021-06-01,580,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
311,2021-07-01,639,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
312,2021-08-01,552,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
313,2021-09-01,596,0.5536986754730201,14.41,35.5,3.4,2.7,13.8,42.8
314,2021-01-01,145,0.16642119248537246,11.2,39.2,2.5,2.56,15.7,36.6
315,2021-02-01,166,0.16642119248537246,11.2,39.2,2.5,2.56,15.7,36.6
316,2021-03-01,173,0.16642119248537246,11.2,39.2,2.5,2.56,15.7,36.6
317,2021-04-01,174,0.16642119248537246,11.2,39.2,2.5,2.56,15.7,36.6
